zip,count
14220,7
14221,13
14222,7
14224,9
14225,4
14226,8
14227,2
14228,10
1426,1
1430013,1
14301,2
14304,4
14305,1
143363,1
14411,3
14414,2
14415,2
14416,1
14420,9
14423,3
14424,12
14425,3
14428,4
14432,3
14433,2
14437,4
14445,1
14450,21
14454,3
14456,3
14464,3
14466,2
14467,2
14468,10
14469,3
14470,5
14471,1
14472,9
14476,2
14478,1
14482,2
14487,2
14489,2
14502,3
14505,1
14506,3
14510,2
14512,4
14517,1
14519,6
14521,1
14522,5
14526,5
14527,3
14530,2
14533,1
14534,10
14541,1
14543,2
14548,3
14551,1
14555,1
14559,9
14560,1
14561,1
14564,11
14568,2
14569,4
14572,1
14580,19
14586,4
14590,1
146,2
14604,1
14605,1
14606,3
14607,6
14608,1
14609,11
14610,9
14611,1
14612,14
14613,3
14614,2
14615,2
14616,5
14617,9
14618,6
14619,2
14620,8
14622,1
14623,7
14624,16
14625,3
14626,4
14627,1
14629,1
14701,3
14706,1
14710,2
14712,1
14714,1
14716,1
14728,1
14731,1
14733,2
14737,2
14738,3
14740,2
14741,1
14743,2
14744,1
14748,2
14750,2
14755,3
14760,1
14767,2
14777,1
14779,4
14787,1
14801,1
14805,1
14809,1
14810,1
14813,3
14814,2
14817,5
14818,1
14822,2
14823,2
14830,4
14837,1
14838,1
14839,1
14840,4
14843,3
14845,7
14850,24
14864,1
14867,5
14870,3
14871,2
14882,3
14884,1
14886,2
14889,3
14891,1
14892,4
14895,2
14901,2
14903,4
14904,6
14905,1
14940,1
1500012,1
15001,14
15003,2
15005,1
150086,1
15009,7
15010,8
15012,7
15014,1
15015,1
15017,7
15021,5
15022,1
15024,4
15025,4
15027,1
15030,1
15036,1
15037,1
15039,1
15042,4
15044,11
15046,1
15048,1
15052,1
15053,1
15057,4
15060,2
15061,3
15063,3
15065,4
15066,5
15068,3
15071,5
15074,3
15081,1
15084,1
15085,3
15089,1
15090,9
15101,10
15102,9
15104,1
15106,11
15108,24
15110,1
15116,4
15120,3
151204,1
15122,4
15126,7
15129,3
15135,1
15136,7
15137,3
15139,2
15142,2
15143,8
15144,1
15145,2
15146,7
15147,4
152,2
15201,4
15202,5
15203,5
15204,1
15205,10
15206,11
15207,2
15208,5
15209,5
15210,5
15211,4
15212,10
15213,8
15214,3
15215,3
15216,9
15217,16
15218,4
15219,1
15220,3
15221,5
15222,3
15224,6
15226,5
15227,7
15228,2
15229,6
15232,4
15234,2
15235,8
15236,8
15237,13
15238,5
15239,3
15241,7
15243,5
15301,14
15317,12
15320,1
15330,1
15332,3
15333,1
15338,1
15342,2
15349,1
15359,1
15360,1
15367,4
15370,2
15376,1
15401,4
15404,1
15413,1
15417,1
15423,2
15425,3
15427,1
15428,1
15431,1
15445,1
15451,1
15459,2
15469,1
15473,2
15478,2
15479,2
15486,1
15501,5
15522,5
15530,1
15531,1
15537,1
15541,1
15545,1
15550,1
15561,1
15601,25
15610,2
15622,2
15626,1
15627,1
15632,2
15636,1
15642,16
15644,5
15650,7
15656,4
15658,4
15666,1
15668,6
15670,4
15673,1
15681,3
15683,2
15687,1
15690,1
15692,1
15697,1
157,1
15701,14
15714,1
15717,2
15722,1
15759,1
15762,1
15767,1
15771,1
158,1
1580097,1
15801,2
15825,1
15832,1
15834,1
15853,2
15857,2
15864,1
15902,2
15904,5
15905,7
15906,1
15909,1
15911,1
15920,1
15923,1
15926,2
15927,1
15928,1
15931,4
15936,1
15938,1
15940,1
15942,1
15946,1
15955,1
15963,7
16001,10
16002,4
16020,1
16023,2
16030,1
16033,2
16036,1
16037,4
16046,7
16053,5
16055,2
16056,2
16057,2
16059,4
16063,5
16066,14
16070,1
16101,6
16105,6
16111,1
16115,1
16116,3
16117,6
16120,1
16123,1
16125,1
16127,5
16131,1
16137,4
16141,1
16142,2
16148,4
16150,1
16154,2
16159,2
1619,1
16201,3
16214,4
16222,1
16223,1
16226,3
16229,2
16232,1
16235,2
16238,1
16242,1
16254,1
16258,1
16260,1
16262,2
16288,1
16301,4
16314,2
16323,3
16327,1
16335,6
16340,1
16346,1
16354,1
16365,2
16401,2
16403,1
16407,3
16412,3
16415,6
16423,1
16424,2
16426,1
16428,1
16433,1
16434,1
16436,1
16438,1
16441,1
16442,3
16502,2
16505,5
16506,4
16507,2
16508,1
16509,8
16510,1
16511,3
16601,4
16602,4
16611,1
16630,2
16635,4
16637,1
16639,1
16641,1
16648,6
16650,1
16652,5
16662,1
16671,1
16686,1
16693,1
16695,2
16701,1
16727,1
16729,1
16735,2
16743,1
16801,26
16803,14
16813,1
16823,13
16827,4
16828,2
16830,3
16833,3
16836,1
16841,2
16849,1
16853,1
16858,1
16865,4
16866,1
16870,5
16873,1
16875,1
16877,1
16882,1
16901,1
16914,1
16915,1
16922,1
16936,2
16937,1
16938,1
16946,1
16948,1
16950,4
17003,5
17007,2
170104,1
17011,21
170124,1
17013,12
17015,7
170156,1
17017,1
17019,8
17020,6
17022,23
17023,1
17024,1
17025,3
17027,2
17028,2
17030,1
17032,1
17033,7
17036,9
17038,1
17040,1
17042,9
17043,4
17044,5
17045,2
17046,2
17048,2
17049,1
17050,15
170507,1
170516,1
170517,1
17052,2
170520,1
17055,23
17057,12
17058,1
17059,2
17065,1
17066,1
17067,6
17068,1
17070,2
17073,2
17074,1
17078,6
17084,3
17086,1
17087,1
17090,2
17098,1
17101,1
17102,4
17104,1
17109,6
17110,5
17111,8
17112,10
17133,1
17201,9
17202,4
17214,1
17222,1
17225,12
17236,4
1724,1
17241,5
17252,2
17257,9
17264,1
17267,1
17268,13
1730035,1
17302,1
17304,1
17307,4
17313,4
17315,7
17316,4
17319,3
17320,4
17321,2
17322,2
17324,1
17325,15
17327,4
17331,20
17339,3
17340,3
17342,1
17345,2
17347,2
17349,3
17350,3
17353,1
17356,7
17360,4
17361,1
17362,4
17363,3
17364,1
17365,2
17366,2
17368,1
17370,3
1740053,1
17401,2
17402,7
17403,9
17404,10
17406,13
17407,1
17408,3
17411,1
17501,2
17502,1
17509,3
17512,5
17516,1
17517,2
17519,1
17520,1
17522,14
17527,3
17532,3
1753302,1
17535,1
17538,3
17540,3
17543,22
17545,12
17547,4
17548,1
17551,8
17552,7
17554,2
17555,3
17557,8
17562,2
17565,3
17566,4
17569,1
17572,2
17578,2
17579,1
17581,1
17582,3
17584,5
17601,21
17602,13
17603,19
17701,11
17702,7
17728,2
17737,4
17740,4
17745,5
17747,1
17751,1
17752,2
17754,11
17756,4
17762,1
17764,3
17771,1
17772,1
17777,4
17801,5
17812,1
17815,9
17821,8
17824,1
17834,1
17837,6
17842,1
17844,3
17846,3
17847,1
17857,3
17862,1
17866,1
17870,5
17876,2
17878,1
17881,1
17901,6
17922,1
17929,1
17948,2
17954,2
17961,2
17963,3
17970,2
17972,2
17983,1
18002,1
18013,8
18014,2
18015,9
18017,4
18018,5
18020,4
18031,3
18032,2
18034,5
18036,1
18038,1
18040,6
18041,2
18042,8
18045,7
18049,5
18052,4
18053,1
18054,5
18055,6
18058,3
18059,1
18060,1
18062,10
18064,8
18066,2
18067,8
18069,2
18071,1
18072,2
18073,4
18074,2
18076,1
18077,1
18078,2
18080,4
18088,1
18092,1
18102,2
18103,7
18104,12
18106,1
18109,1
18201,2
18202,1
18210,4
18216,2
18222,4
18229,1
18235,8
18240,2
18244,1
18252,1
18253,1
18255,1
18256,1
18301,6
18302,3
18324,3
18325,1
18328,1
18330,1
18336,1
18337,7
18344,1
18346,1
18353,1
18356,1
18360,10
18403,3
18405,1
18407,2
18411,12
18414,2
18415,2
18417,1
18419,4
18421,1
18424,3
18426,1
18428,3
18431,2
18434,2
18435,1
18436,2
18438,1
18439,1
18444,2
18446,2
18447,2
18453,1
18458,2
18464,1
18465,1
18466,6
18470,1
18472,2
18503,1
18504,5
18505,2
18507,2
18508,2
18509,2
18510,1
18512,5
18518,2
18603,2
18610,1
18612,11
18614,2
18615,1
18616,1
18617,1
18618,5
18628,1
18632,1
18634,1
18635,1
18640,3
18641,2
18642,1
18643,4
18644,2
18651,2
18656,1
18657,2
18660,1
18661,3
18701,1
18702,5
18704,12
18705,3
18706,1
18707,6
18708,3
188,1
18801,4
18810,3
18818,1
18821,1
18826,1
18829,1
18830,1
18831,2
18834,2
18837,1
18840,3
18847,2
18848,1
189,1
18901,11
18902,7
18910,1
18913,1
18914,4
18917,1
18920,1
18923,1
18925,4
18929,1
18930,2
18938,2
18940,9
18942,2
18944,17
18947,2
18951,11
18954,8
18955,1
18960,6
18964,2
18966,14
18969,9
18974,10
18976,7
19001,5
19002,11
19003,4
19004,1
19006,13
19007,4
19008,4
19010,4
19012,5
19013,1
19014,5
19015,3
19018,2
19020,17
19023,2
19025,2
19026,8
19027,4
19029,2
19030,3
19031,4
19034,4
19035,2
19036,5
19038,6
19040,5
19041,2
19046,10
19047,11
19050,2
19053,5
19054,4
19055,1
19056,3
19057,1
19060,4
19061,3
19063,18
19064,9
19067,22
19070,2
19072,1
19073,12
19074,5
19075,2
19076,2
19078,4
19079,2
19081,3
19082,2
19083,13
19085,2
19086,4
19087,5
19090,4
19094,1
19095,1
19096,3
19102,2
19103,6
19104,10
19106,7
19107,1
19111,4
19114,5
19115,4
19116,3
19118,1
19119,4
19120,3
19121,7
19122,6
19123,10
19124,4
19125,10
19127,7
19128,9
19129,5
19130,13
19131,2
19134,2
19135,1
19136,6
19139,4
19141,2
19142,2
19143,1
19144,9
19145,10
19146,10
19147,11
19148,8
19149,1
19150,3
19151,8
19152,3
19153,1
19154,9
1918,1
19301,2
1930814,1
19310,2
19311,3
19312,4
19317,2
19319,1
19320,20
19330,3
19333,2
19335,19
19341,9
19342,8
19343,9
19344,1
19348,7
19350,8
19352,4
19355,8
19363,5
19365,3
19372,2
19373,2
19374,2
19375,1
19380,24
19382,23
19390,10
19401,6
19403,15
19405,1
19406,3
19422,3
19425,11
19426,10
19428,7
19438,9
19440,5
19444,5
19446,16
19454,12
19460,25
19462,5
19464,13
19465,8
19468,8
19473,7
19475,4
19490,1
19492,1
19503,1
19504,4
19505,3
19506,3
19507,3
19508,3
19510,2
19512,5
19518,13
19520,2
19522,6
19525,4
19526,3
19529,4
19530,5
19533,2
19539,2
19540,3
19541,1
19543,6
19547,1
19549,1
19551,1
19555,2
19560,1
19565,2
19567,2
19601,1
19604,1
19605,6
19606,8
19607,9
19608,9
19609,2
19610,3
19611,3
19701,18
19702,14
19703,3
19707,9
19709,22
19711,14
19713,7
19720,19
19734,6
19736,1
1980052,1
19801,2
19802,5
19803,11
19804,2
19805,11
19806,6
19807,2
19808,15
19809,7
19810,6
19850,1
19901,22
19904,23
19930,3
19933,1
19934,8
19938,3
19939,4
19940,3
19943,13
19944,1
19945,4
19946,3
19947,6
19950,3
19952,4
19953,1
19954,1
19956,6
19958,16
19960,2
19962,8
19963,15
19964,2
19966,10
19967,1
19968,12
19970,2
19971,7
19973,5
19975,6
19977,10
19979,1
200,1
20001,17
20002,18
200025,1
20003,17
20004,1
20005,2
20006,1
20007,4
20008,12
20009,19
2001,1
20010,11
20011,6
20012,3
20015,1
20016,6
20017,1
20018,1
20019,2
20020,5
20024,4
20032,1
20036,1
20037,3
20105,11
20106,2
20109,14
20110,14
20111,12
20112,15
20115,7
20117,1
20118,2
20119,2
20120,17
20121,10
20124,8
20129,2
20132,14
20135,1
20136,14
20137,4
20141,8
20143,3
20144,3
20147,35
20148,16
20151,10
20152,11
20155,15
20156,1
20158,3
20164,13
20165,21
20166,3
20167,1
20169,16
20170,17
20171,26
20175,28
20176,27
20180,8
20181,8
20186,4
20187,18
20188,1
20190,8
20191,18
20194,6
20197,2
20198,2
20250,1
20457,1
20601,5
20602,6
20603,10
20604,1
20606,1
20607,2
20609,1
20613,2
20617,1
20619,15
2062,1
20622,4
20623,2
20630,1
20634,6
20636,15
20637,5
20639,7
20645,3
20646,10
20650,12
20653,24
20657,19
20659,14
20664,2
20674,1
20675,3
20676,2
20677,3
20678,6
20685,6
20687,2
20688,4
20689,1
20690,1
20695,3
20701,1
20705,6
20706,2
20707,5
20708,2
20710,1
20711,3
20714,1
20715,4
20716,2
20720,6
20721,4
20723,12
20724,2
20732,9
20733,1
20735,3
20736,7
20737,1
20740,6
20744,4
20745,4
20746,2
20747,1
20748,2
20754,4
20755,4
20759,2
20762,1
20764,2
20769,1
20770,2
20772,13
20774,10
20776,1
20779,1
20781,1
20782,1
20783,3
20785,4
20794,2
20814,8
20815,5
20816,5
20817,12
20818,1
20832,10
20833,2
20837,4
20838,1
20841,2
20842,1
20850,14
20851,1
20852,10
20853,7
20854,10
20855,7
20861,1
20866,4
20868,1
20871,7
20872,3
20874,20
20876,2
20877,8
20878,14
20879,6
20882,10
20886,8
20895,10
20901,5
20902,3
20903,3
20904,10
20905,5
20906,12
20910,19
20912,6
21001,8
21005,1
21009,13
21012,12
21014,19
21015,16
21017,1
21028,2
21029,3
21030,6
21032,3
21035,5
21037,19
21040,3
21042,18
21043,19
21044,14
21045,14
21046,5
21047,3
21048,7
21050,7
21053,1
21054,10
21057,4
21060,11
21061,10
21074,16
21075,10
21076,7
21078,5
21084,3
21085,5
21087,1
21090,1
21093,15
211,1
21102,11
21104,5
21108,12
21111,3
21113,13
21114,15
21117,18
21120,10
21122,25
21128,4
21131,3
21132,1
21133,3
21136,13
21140,1
21144,8
21146,16
21152,1
21153,1
21154,4
21155,3
21156,1
21157,23
21158,14
21160,1
21161,5
21162,1
21201,4
21202,3
21204,12
21205,2
21206,2
21207,9
21208,9
21209,5
21211,13
21212,11
21214,8
21216,4
21217,5
21218,10
21219,3
21220,13
21221,8
21222,8
21223,1
21224,17
21225,1
21226,2
21227,4
21228,14
21229,3
21230,24
21231,11
21234,25
21236,10
21237,3
21239,4
21244,1
2126,1
21286,11
213000,1
2130002,1
21347,1
21401,18
21403,16
21405,1
214071,1
21409,18
21411,1
21502,6
21520,2
21531,1
21532,4
21536,1
21541,2
21550,4
21555,1
21601,17
21610,2
21613,9
21617,10
21619,6
21620,7
21623,1
21629,5
21631,3
21632,3
21635,4
21638,4
21639,4
21640,1
21643,3
21651,1
21654,2
21655,1
21657,1
21658,3
21663,3
21665,1
21666,10
21673,2
21677,1
21678,1
21701,29
21702,19
21703,17
21704,10
21710,1
21713,1
21716,4
21722,1
21727,1
21733,1
21737,1
21738,4
21740,12
21742,12
21750,1
21754,5
21755,4
21756,1
21757,1
21758,5
21769,6
21770,5
21771,25
21773,5
21774,16
21776,8
21780,2
21782,1
21783,4
21784,20
21787,4
21788,3
21793,4
21794,1
21795,4
21797,8
21801,22
21804,31
21811,15
21813,3
21817,1
21822,1
21826,5
21829,1
21830,2
21837,3
21838,1
21841,2
21842,5
21849,6
21850,4
21851,3
21853,2
21856,1
21863,3
21871,1
21872,1
21874,2
21875,4
21901,5
21903,1
21904,3
21910,1
21911,2
21913,1
21914,1
21915,3
21917,3
21919,3
21921,18
21922,1
21931,1
22003,11
22015,15
22025,9
22026,1
22027,1
22030,18
22031,10
22032,11
22033,11
22039,6
22041,6
22042,8
22043,9
22044,4
22046,9
2205,1
22060,3
22066,9
22079,8
22101,10
22102,8
22124,4
22125,2
22134,2
22150,5
22151,8
22152,4
22153,7
22172,2
22180,5
22181,8
22182,7
22191,10
22192,21
22193,8
22201,22
22202,17
22203,10
22204,15
22205,4
22206,8
22207,8
22209,6
22210,1
22213,1
22241,1
22301,6
22302,2
22303,7
22304,5
22305,3
22306,5
22307,2
22308,5
22309,5
22310,7
22311,2
22312,6
22314,16
22315,8
22352,1
2240013,1
22401,11
22405,21
22406,20
22407,32
22408,18
22427,1
22443,2
22460,1
22463,1
22473,1
22482,2
22485,11
22488,1
22500,1
22503,3
22508,6
22511,1
22514,1
22520,4
22534,3
22535,1
22546,12
22551,17
22553,9
22554,34
22556,20
22560,2
22565,1
22567,3
22572,2
22576,1
22578,1
22579,1
22580,2
22601,14
22602,15
22603,2
22611,4
22620,2
22624,1
22625,1
22630,14
22637,1
22639,1
22642,5
22644,1
22645,3
22646,1
22655,14
22656,2
22657,3
22664,2
22678,1
22700,1
22701,11
22711,1
22712,3
22714,1
22716,1
22724,2
22727,5
22728,2
22731,1
22734,3
22735,2
22737,1
22738,1
22740,1
22742,4
22766,1
22801,16
22802,18
22803,1
22812,10
22815,7
22821,6
22824,3
22827,6
22832,1
22834,1
22835,2
22840,5
22841,2
22842,2
22843,1
22844,2
22846,1
22850,1
22853,4
22869,1
22901,13
22902,20
22903,23
22911,25
22920,1
22923,4
22932,8
22936,3
22938,1
22939,2
22940,1
22942,2
22947,2
22952,1
22958,2
22960,5
22963,10
22964,1
22968,4
22969,1
22971,1
22973,4
22974,5
22980,14
23002,5
23005,10
23009,9
23015,1
23023,2
23024,3
23027,1
23038,2
23039,1
23040,3
23047,1
23055,2
23058,1
23059,26
23060,18
23061,10
23062,1
23065,2
23068,1
23069,2
23071,1
23072,10
23075,2
23084,1
23086,1
23089,5
23093,4
231,1
23102,3
23103,1
23111,16
23112,29
23113,11
23114,11
23116,28
23117,9
23120,7
23124,1
23126,1
23139,21
23140,2
23141,4
23146,4
23149,1
23150,4
23153,3
23156,1
23168,8
23175,1
23176,1
23181,5
23185,27
23188,33
23192,3
232,1
23218,1
23220,19
23221,10
23222,5
23223,14
23224,5
23225,17
23226,10
23227,10
23228,16
23229,20
23230,8
23231,14
23233,13
23234,5
23235,18
23236,10
23237,9
23238,17
23294,2
23301,3
23304,1
23306,1
23310,3
23314,4
23320,25
23321,16
23322,46
23323,15
23324,4
23325,4
23327,1
23336,2
23344,1
23356,2
234,2
23401,1
23404,1
23405,1
23408,2
23410,2
23415,1
23417,2
23420,1
23430,8
23432,1
23433,1
23434,21
23435,13
23436,2
23437,2
23451,34
23452,28
23453,14
23454,31
23455,19
23456,25
23457,3
23462,16
23464,29
23487,2
23502,2
23503,12
23504,2
23505,6
23507,7
23508,7
23509,2
23510,6
23513,1
23517,3
23518,12
23569,1
236,1
23601,10
23602,13
23603,2
23604,3
23605,1
23606,12
23607,1
23608,14
23662,11
23663,2
23664,9
23665,4
23666,11
23669,10
23673,1
23690,2
23692,11
23693,9
23696,4
23701,3
23702,1
23703,6
23704,2
23707,2
23743,1
23803,5
23804,1
23824,5
23827,1
23829,1
23831,10
23832,19
23834,3
23836,5
23837,2
23838,7
23840,1
23842,2
23847,3
23851,4
23860,2
23866,1
23868,1
23872,1
23874,1
23875,3
23878,1
23879,1
23882,1
23887,1
23890,1
23898,3
23901,7
23917,2
23919,3
23921,2
23927,1
23934,1
23936,1
23944,2
23950,1
23958,1
23960,2
23970,1
23974,1
24011,1
24012,7
24013,1
24014,3
24015,7
24016,3
24017,1
24018,23
24019,11
24054,1
24055,1
24060,66
24061,1
24062,1
24064,3
24065,3
24067,2
24070,1
24072,1
24073,31
24078,3
24083,2
24084,1
24087,1
2409,1
24090,4
24091,1
24095,1
24101,3
24104,1
24112,5
24120,1
24121,1
24124,2
24127,2
24128,1
24136,3
24137,2
24141,8
24148,3
24149,1
24151,3
24153,17
24161,1
24171,3
24175,3
24176,1
24179,8
24184,1
242,2
24201,9
24202,9
24210,11
24211,10
24219,6
24224,1
24225,1
24228,1
24230,1
24232,1
24236,3
24239,1
24240210,1
24243,2
24244,1
24245,1
24251,1
24260,1
24263,2
24265,1
24266,7
24273,2
24277,3
24279,1
24281,1
24293,1
24301,1
24313,1
24315,1
24317,3
24319,6
24330,2
24333,4
24340,8
24343,1
24347,1
24354,6
24361,1
24370,2
24374,1
24380,1
24381,2
24382,5
24401,22
24416,3
24422,1
24426,4
24435,1
24439,1
24441,1
24450,7
24458,1
24459,1
24460,1
24467,1
24471,1
24472,1
24477,5
24482,1
24485,1
24486,3
245,1
2450,1
24501,6
24502,37
24503,14
24504,7
24515,2
24517,3
24520,1
24521,2
24522,4
24523,6
24527,1
24531,2
24540,10
24541,8
24549,3
24550,2
24551,28
24555,1
24557,3
24565,1
24572,4
24586,2
24590,2
24592,2
24593,2
24594,1
24598,1
24603,1
24605,5
24609,3
24614,4
24628,1
24630,2
24641,1
24649,1
24651,3
24656,1
24701,7
24712,1
24736,1
24739,2
24740,2
24801,2
24808,1
24822,1
24868,1
24874,1
24901,8
24910,1
24925,1
24931,1
24934,1
24938,1
24954,1
24963,4
24970,1
25015,3
25033,1
25040,2
25053,3
25061,1
25064,2
25071,1
25081,1
25106,1
25119,1
25143,2
25159,3
25168,1
25174,1
25177,10
25202,1
25203,1
25204,1
25209,2
25213,3
25214,1
252431,1
25248,1
25259,1
25271,4
25275,1
25301,3
25302,4
25303,6
25304,2
25306,4
25309,3
25311,5
25312,4
25313,4
25314,7
25401,3
25403,7
25404,7
25405,5
25411,6
25413,3
25414,12
25419,8
25420,3
25425,7
25427,6
25430,5
25436,1
25438,1
25443,8
25444,1
25502,1
25503,1
25504,9
25508,2
25510,2
25523,1
25526,12
25535,1
25541,3
25545,2
25555,1
25560,3
25564,1
25570,3
25591,1
256,1
25601,1
25628,1
25670,1
25701,7
25702,5
25703,1
25704,3
25705,5
25801,11
25812,1
25832,1
25840,1
25846,1
25854,1
25857,1
25873,1
25876,1
259,1
25901,1
25904,1
25918,1
25962,1
25969,1
25976,1
25984,1
26003,12
26033,1
26037,3
26040,1
26041,3
26047,1
26059,1
26060,1
26062,2
26070,2
26101,6
26104,5
26105,1
26141,1
26142,1
26143,1
26146,1
26147,1
26149,3
26150,1
26151,1
26164,1
26169,1
26170,2
26187,2
26201,5
26241,5
26250,1
26253,1
26259,2
26260,5
26261,1
26282,1
26287,1
26288,1
2628SN,1
26293,1
26301,7
26325,1
26330,13
26347,2
26354,4
26374,1
26378,4
26385,2
26386,1
26408,4
26416,2
26426,2
26444,1
26447,1
26451,1
26452,4
26483,1
265,1
26501,12
26505,18
26508,28
26519,1
26525,2
26534,1
26537,8
26541,4
26542,1
26547,2
26554,26
26559,1
26562,1
26570,3
26601,1
26645,1
26651,5
26662,1
26679,1
26691,1
26704,2
26705,1
26711,2
26719,1
26726,4
26757,3
26763,2
26764,1
26802,1
26807,1
26810,1
26812,1
26836,3
26851,1
26855,1
26884,1
27006,15
27009,1
27011,3
27012,12
27013,1
27014,1
27018,1
27020,1
27021,6
27023,4
27024,1
27025,3
27027,3
27028,11
27030,14
27040,5
27041,5
27043,3
27045,3
27050,1
27051,4
27052,2
27053,1
27054,1
27055,3
27101,8
27103,10
27104,11
27105,6
27106,20
27107,8
27127,3
27203,7
27205,13
27207,2
27214,7
27215,21
27217,3
27231,2
27243,2
27244,5
27248,2
27249,6
27253,10
27258,3
27260,2
27262,5
27263,1
27265,24
27278,14
27282,6
27283,4
27284,21
27288,2
27291,3
27292,6
27295,11
27298,2
27301,2
27302,15
27306,3
27310,5
27312,22
27313,2
27315,1
27317,3
27320,6
27325,3
27330,21
27332,20
27341,5
27344,4
27349,2
27355,1
27356,1
27357,6
27358,6
27360,8
27370,5
27371,2
27376,7
27377,5
27401,4
27403,5
27405,3
27406,13
27407,21
27408,14
27409,9
27410,23
27438,1
27455,20
2750,1
27501,8
27502,37
27503,2
27504,6
27505,4
27507,1
27509,1
27510,7
27511,28
27512,1
27513,28
27514,11
27515,1
27516,20
27517,14
27518,21
27519,22
27520,27
27521,5
27522,3
27523,5
27524,4
27525,11
27526,36
27527,27
27529,29
27530,13
27533,1
27534,6
27537,3
27539,14
27540,34
27542,2
27544,2
27545,15
27546,10
27549,6
27557,1
27559,5
27560,22
27562,4
27563,3
27565,3
27569,3
27571,4
27572,3
27573,2
27574,3
27576,6
27577,10
27581,8
27583,1
27587,52
27588,1
27591,13
27592,11
27596,18
27597,9
27601,8
27603,46
27604,23
27605,10
27606,58
27607,23
27608,10
27609,20
27610,23
27612,36
27613,35
27614,18
27615,35
27616,23
27617,18
27624,1
277,1
2770,1
27701,8
27703,17
27704,6
27705,26
27707,15
2770941,1
27712,11
27713,19
27715,1
27717,1
27803,7
27804,10
27805,1
27806,2
27807,1
27809,3
27810,1
27812,1
27817,1
27822,2
27828,3
27830,1
27832,1
27834,13
27837,1
27842,2
27843,1
27849,1
27850,2
27851,1
27856,4
27858,16
27863,3
27864,1
27870,9
278746,1
27875,1
27880,1
27882,2
27886,3
27889,10
27891,1
27892,3
27893,4
27896,9
27906,1
27909,15
27910,1
27915,2
27917,1
27919,1
27920,1
27921,4
27923,1
27925,1
27927,6
27929,2
27932,2
27935,1
27936,1
27939,1
27941,1
27944,3
27948,18
27949,16
27953,1
27954,4
27958,10
27959,2
27962,1
27964,2
27966,1
27970,1
27973,2
27976,1
27980,1
27982,1
28000,1
28001,8
28006,2
28012,19
28016,1
28018,1
28021,2
28023,2
28025,24
28027,29
28031,22
28033,1
28034,4
28035,1
28036,9
28037,22
28041,1
28043,2
28052,8
28053,1
28054,5
28056,22
28071,1
28073,2
28075,10
28077,1
28078,44
28079,29
28080,6
28081,4
28083,6
28086,5
28090,1
28091,1
28092,16
28097,1
28101,1
28103,6
28104,11
28105,12
28107,4
28108,1
28110,25
28112,7
28114,4
28115,23
28117,42
28120,8
28124,4
28125,1
28127,3
28128,1
28129,3
28134,4
28137,1
28138,3
28139,6
28144,5
28146,7
28147,4
28150,4
28152,12
28159,2
28160,1
28163,1
28164,15
28166,10
28167,1
28168,6
28170,2
28173,32
28174,2
28202,17
28203,12
28204,7
28205,24
28206,2
28207,2
28208,10
28209,15
28210,23
28211,7
28212,5
28213,5
28214,19
28215,17
28216,13
28217,9
28226,17
28227,18
28234,1
28262,21
28269,34
28270,18
28273,15
28277,33
28278,19
28299,1
28301,1
28303,6
28304,8
28305,3
28306,13
28307,6
28311,16
28312,2
28314,21
28315,9
28318,2
28320,1
28323,2
28326,21
28327,21
28328,6
28334,10
28335,2
28337,6
28340,1
28341,1
28344,1
28345,5
28348,15
28349,2
28350,1
28352,9
28356,2
28358,5
28364,1
28365,6
28370,1
28371,1
28373,2
28374,9
28376,28
28377,2
28379,12
28382,4
28383,1
28386,2
28387,17
28390,9
28391,2
28394,9
28395,1
28399,1
28401,14
28403,19
28405,22
28409,26
28411,17
28412,26
28420,4
28422,10
28425,1
28428,6
28429,5
28431,3
28433,1
28435,1
28443,17
28445,11
28447,1
28449,1
28450,2
28451,18
28453,1
28454,1
28455,1
28457,4
28458,1
28460,10
28461,15
28462,4
28463,2
28465,11
28466,1
28467,5
28468,3
28469,1
28470,5
28472,3
28479,3
28480,3
285,1
28501,4
28504,6
28512,6
28513,4
28515,2
28516,13
28518,3
28523,1
28525,1
28526,1
28527,1
28529,1
28530,2
28531,1
28532,6
28533,1
28538,2
28539,2
28540,4
28546,13
28551,1
28553,1
28555,2
28557,10
28560,15
28561,1
28562,29
28563,1
28570,11
28571,4
28572,1
28573,1
28574,9
28578,1
28580,2
28584,9
28585,2
28586,4
28590,13
28594,2
286,1
28601,22
28602,8
28604,3
28605,5
28607,25
28609,3
28610,5
28613,9
28621,3
28623,1
28624,1
28625,22
28626,3
28627,1
28630,6
28634,1
28636,2
28638,4
28640,2
28642,1
28643,2
28645,11
28650,2
28654,1
28655,7
28657,5
28658,8
28659,1
28660,1
28669,1
28670,1
28673,8
28676,2
28677,13
28679,3
28681,7
28689,1
28690,2
28691,1
28692,2
28694,3
28697,9
28701,2
28704,21
28705,1
28709,2
28711,7
28712,17
28713,2
28714,4
28715,21
28716,6
28717,1
28719,1
2872,1
28721,5
28722,3
28723,3
28724,1
28726,1
28729,2
28730,5
28731,7
28732,10
28734,12
28739,16
28740,1
28741,5
28742,2
28745,1
28746,3
28747,1
28748,4
28751,2
28752,9
28753,7
28754,6
28756,3
28757,1
28759,7
28762,4
28766,1
28768,2
28771,2
28773,4
28774,1
28777,3
28778,5
28779,7
28782,2
28783,1
28785,4
28786,4
28787,6
28788,1
28789,2
28791,6
28792,15
28801,14
28803,5
28804,11
28805,18
28806,26
28901,5
28904,9
28905,2
